"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","catalytic activity, acting on a protein","GO:0140096","1.0895799826165644e-9","8.962740884064756","2358","149","50","20196","BRCA1,BRCA2,PTEN,ATM,CHEK2,BARD1,ERBB2,MET,EGFR,PIK3CA,AKT1,RET,CDKN2A,STK11,BRAF,CCND1,VHL,FGFR2,KIT,FGFR3,CASP8,CDK4,FGFR1,MDM2,TGFBR2,BAP1,SRC,PPM1D,ERBB3,NTRK1,EP300,BMPR1A,ERBB4,ALK,ATR,MTOR,CDKN1A,CHEK1,NTRK3,CDK2,CDK12,MAP2K1,AOPEP,PDGFRA,CREBBP,KMT2D,MAP3K1,NTRK2,PRKDC,BUB1B"
"GO:MF","protein kinase binding","GO:0019901","1.3538201640912193e-9","8.86843902171436","706","149","27","20196","CHEK2,TP53,CDH1,ERBB2,EGFR,ESR1,AKT1,APC,CDKN2A,CTNNB1,BRAF,CCND1,AXIN2,SRC,PPM1D,CDKN2B,STAT3,CDKN1B,CDKN1A,SMO,PIK3R1,CCNE1,CDK12,MAP3K1,HIF1A,SHC1,ITGB1"
"GO:MF","protein-containing complex binding","GO:0044877","1.4075253176303468e-9","8.851543784605735","1279","149","36","20196","PTEN,ATM,TP53,MSH6,MSH2,MLH1,PMS2,EGFR,KRAS,APC,STK11,BRAF,SMAD4,PTCH1,EPCAM,MUTYH,MYC,FLCN,CASP8,NRAS,SMARCA4,MDM2,TGFBR2,SRC,ARID1A,EP300,ATR,MT-CYB,CTNNA1,MTOR,CDKN1B,CDKN1A,PDGFRA,CREBBP,TGFB1,ITGB1"
"GO:MF","single-stranded DNA binding","GO:0003697","4.114520307659017e-9","8.385680789827216","121","149","13","20196","BRCA2,TP53,MSH2,MLH1,PMS2,RAD51D,RAD50,RAD51,MSH3,BLM,RAD54L,RAD51B,RECQL4"
"GO:MF","mismatched DNA binding","GO:0030983","4.648834804441617e-9","8.332655886123671","15","149","7","20196","MSH6,MSH2,MLH1,PMS2,MUTYH,MSH3,PMS1"
"GO:MF","ATP-dependent activity","GO:0140657","5.2037387821876375e-9","8.283684512322175","580","149","24","20196","BRIP1,TP53,MSH6,MSH2,MLH1,PMS2,RAD51D,RAD51C,RAD50,RAD51,SMARCA4,MRE11,MSH3,BLM,RAD54L,DICER1,ERCC2,FANCM,ABCC1,XRCC3,PMS1,RAD51B,RECQL4,XRCC2"
"GO:MF","growth factor binding","GO:0019838","1.6800069344906824e-8","7.774688925652219","135","149","13","20196","ERBB2,EGFR,FGFR2,KIT,FGFR3,FGFR1,TGFBR2,ERBB3,NTRK1,NTRK3,PDGFRA,NTRK2,SHC1"
"GO:MF","mismatch repair complex binding","GO:0032404","4.802434149888897e-8","7.318538581393067","11","149","6","20196","MSH6,MSH2,MLH1,PMS2,MUTYH,ATR"
"GO:MF","protein serine/threonine kinase activity","GO:0004674","6.096777184199143e-8","7.214899676626601","438","149","20","20196","ATM,CHEK2,EGFR,PIK3CA,AKT1,STK11,BRAF,CDK4,TGFBR2,PPM1D,BMPR1A,ATR,MTOR,CHEK1,CDK2,CDK12,MAP2K1,MAP3K1,PRKDC,BUB1B"
"GO:MF","DNA-binding transcription factor binding","GO:0140297","6.38164506232536e-8","7.19506735428857","490","149","21","20196","TP53,ESR1,CDKN2A,CTNNB1,NBN,SMAD4,RB1,VHL,MYC,AR,SMARCA4,SRC,ARID1A,EP300,GATA3,JUN,STAT3,BCL2,CREBBP,HIF1A,PRKDC"
"GO:MF","ubiquitin protein ligase binding","GO:0031625","9.65911214227821e-8","7.0150627917450015","308","149","17","20196","BRCA1,CHEK2,TP53,EGFR,APC,CTNNB1,RB1,AXIN2,CASP8,MDM2,ERBB3,JUN,FBXW7,CDKN1B,CDKN1A,BCL2,HIF1A"
"GO:MF","protein kinase activator activity","GO:0030295","1.3927462773262215e-7","6.856127993693391","128","149","12","20196","EGFR,PIK3CA,STK11,CCND1,ERBB3,ALK,CDKN1A,MAP2K1,VEGFA,GREM1,EGF,TGFB1"
"GO:MF","ubiquitin-like protein ligase binding","GO:0044389","2.325019294448813e-7","6.633573438714723","326","149","17","20196","BRCA1,CHEK2,TP53,EGFR,APC,CTNNB1,RB1,AXIN2,CASP8,MDM2,ERBB3,JUN,FBXW7,CDKN1B,CDKN1A,BCL2,HIF1A"
"GO:MF","enzyme activator activity","GO:0008047","3.387332249210812e-7","6.4701422031421885","593","149","22","20196","EGFR,PIK3CA,STK11,CCND1,FLCN,NF1,TGFBR2,SRC,TSC2,ERBB3,ALK,JUN,FBXW7,CDKN1B,CDKN1A,PIK3R1,IL2,MAP2K1,VEGFA,GREM1,EGF,TGFB1"
"GO:MF","double-stranded DNA binding","GO:0003690","3.8816605245300845e-7","6.410982449053291","1640","149","37","20196","BRCA1,TP53,MSH6,MSH2,MLH1,PMS2,EGFR,ESR1,SMAD4,RAD50,RB1,MUTYH,MYC,AR,RAD51,HNF1A,SMARCA4,MRE11,MSH3,MEN1,ERBB4,GATA3,PGR,JUN,STAT3,PMS1,MTOR,RAD51B,MUC1,NOTCH1,WT1,HNF1B,KMT2D,TP63,HIF1A,FOXA1,PRKDC"
"GO:MF","RNA polymerase II-specific DNA-binding transcription factor binding","GO:0061629","6.320072703567961e-7","6.199277925740279","348","149","17","20196","TP53,ESR1,CDKN2A,CTNNB1,SMAD4,RB1,AR,SMARCA4,SRC,ARID1A,EP300,GATA3,JUN,STAT3,CREBBP,HIF1A,PRKDC"
"GO:MF","enzyme regulator activity","GO:0030234","9.951693949675615e-7","6.002102988562709","1305","149","32","20196","TP53,EGFR,PIK3CA,ESR1,AKT1,APC,CDKN2A,STK11,CCND1,FLCN,NF1,CDK4,TGFBR2,SRC,TSC2,ERBB3,CDKN2B,ALK,JUN,FBXW7,CDKN1B,CDKN1A,SMO,PIK3R1,IL2,CCNE1,NOTCH1,MAP2K1,VEGFA,GREM1,EGF,TGFB1"
"GO:MF","oxidized purine DNA binding","GO:0032357","0.00000184864189386943","5.733147209218837","9","149","5","20196","MSH6,MSH2,MUTYH,BLM,RECQL4"
"GO:MF","protein dimerization activity","GO:0046983","0.0000018601024052027603","5.73046314567981","1116","149","29","20196","CHEK2,BARD1,TP53,MSH2,ERBB2,AKT1,SMAD4,TERT,MYC,FGFR2,KIT,HNF1A,FGFR1,BLM,TSC2,ERBB3,NTRK1,BMPR1A,ERBB4,STAT3,PIK3R1,VEGFA,BCL2,PDGFRA,HNF1B,HIF1A,NTRK2,GREM1,ITGB1"
"GO:MF","single base insertion or deletion binding","GO:0032138","0.0000020924103002020014","5.679353150759932","4","149","4","20196","MSH6,MSH2,PMS2,MSH3"
"GO:MF","succinate dehydrogenase activity","GO:0000104","0.0000020924103002020014","5.679353150759932","4","149","4","20196","SDHB,SDHC,SDHD,SDHA"
"GO:MF","protein domain specific binding","GO:0019904","0.0000021397081968664797","5.669645449609505","655","149","22","20196","PTEN,TP53,CDKN2A,CTNNB1,STK11,RB1,KIT,AR,CASP8,FGFR1,MDM2,SRC,DICER1,GATA3,CHEK1,CDK2,WT1,BCL2,TP63,HIF1A,FOXA1,PRKDC"
"GO:MF","molecular function activator activity","GO:0140677","0.000002565624041567053","5.590806983438601","1132","149","29","20196","TP53,MET,EGFR,PIK3CA,AKT1,STK11,CCND1,MYC,FLCN,NF1,TGFBR2,BLM,SRC,TSC2,ERBB3,ALK,JUN,FBXW7,CDKN1B,CDKN1A,PIK3R1,IL2,NOTCH1,MAP2K1,VEGFA,HIF1A,GREM1,EGF,TGFB1"
"GO:MF","cyclin binding","GO:0030332","0.000003456646153911264","5.461345075554222","34","149","7","20196","PTCH1,CDK4,FBXW7,CDKN1B,CDKN1A,CDK2,CDK12"
"GO:MF","oxidized DNA binding","GO:0032356","0.0000036753212542147665","5.4347046939035915","10","149","5","20196","MSH6,MSH2,MUTYH,BLM,RECQL4"
"GO:MF","protein serine kinase activity","GO:0106310","0.000007820372688831822","5.106772549645225","360","149","16","20196","ATM,CHEK2,PIK3CA,AKT1,STK11,BRAF,CDK4,ATR,MTOR,CHEK1,CDK2,CDK12,MAP2K1,MAP3K1,PRKDC,BUB1B"
"GO:MF","DNA helicase activity","GO:0003678","0.000008618987181686776","5.064543765178498","59","149","8","20196","BRIP1,RAD50,RAD51,MRE11,BLM,ERCC2,FANCM,RECQL4"
"GO:MF","helicase activity","GO:0004386","0.000021640241972261827","4.664737887436514","160","149","11","20196","BRIP1,RAD50,RAD51,SMARCA4,MRE11,BLM,RAD54L,DICER1,ERCC2,FANCM,RECQL4"
"GO:MF","DNA insertion or deletion binding","GO:0032135","0.00003102660865689242","4.508265692095142","6","149","4","20196","MSH6,MSH2,PMS2,MSH3"
"GO:MF","cyclin-dependent protein serine/threonine kinase regulator activity","GO:0016538","0.00004339995766857207","4.362510694089207","48","149","7","20196","CDKN2A,CCND1,CDK4,CDKN2B,CDKN1B,CDKN1A,CCNE1"
"GO:MF","protein homodimerization activity","GO:0042803","0.00006727828498301406","4.172125087838958","727","149","21","20196","CHEK2,BARD1,MSH2,AKT1,SMAD4,TERT,FGFR2,KIT,FGFR1,BLM,TSC2,NTRK1,BMPR1A,ERBB4,STAT3,VEGFA,BCL2,PDGFRA,HNF1B,NTRK2,GREM1"
"GO:MF","MutSalpha complex binding","GO:0032407","0.00007197968553018592","4.142790055054646","7","149","4","20196","MLH1,PMS2,MUTYH,ATR"
"GO:MF","protein tyrosine kinase activator activity","GO:0030296","0.00008290381848065233","4.081425465747857","32","149","6","20196","EGFR,ERBB3,ALK,VEGFA,GREM1,EGF"
"GO:MF","molecular adaptor activity","GO:0060090","0.00009078129392957492","4.042003631435981","1175","149","27","20196","BRCA1,KRAS,CTNNB1,CCND1,RAD50,HRAS,RB1,VHL,AXIN2,AR,SMARCA4,TGFBR2,ARID1A,MEN1,EP300,ERCC2,STAT3,FBXW7,CDKN1B,PIK3R1,MUC1,NOTCH1,MAP2K1,BCL2,CREBBP,KMT2D,SHC1"
"GO:MF","DNA/DNA annealing activity","GO:1990814","0.00014313284207506262","3.844260705195508","8","149","4","20196","TP53,BLM,RAD54L,RECQL4"
"GO:MF","ATP hydrolysis activity","GO:0016887","0.0002617953368367433","3.5820380934770393","407","149","15","20196","BRIP1,MSH2,MLH1,PMS2,RAD51D,RAD50,RAD51,BLM,RAD54L,ERCC2,FANCM,ABCC1,PMS1,RAD51B,RECQL4"
"GO:MF","protein serine/threonine kinase inhibitor activity","GO:0030291","0.00028605896228288934","3.5435444411546295","39","149","6","20196","AKT1,CDKN2A,CDKN2B,CDKN1B,CDKN1A,SMO"
"GO:MF","single guanine insertion binding","GO:0032142","0.00028939754241081504","3.5385051612679614","3","149","3","20196","MSH6,MSH2,MSH3"
"GO:MF","histone H2AXS139 kinase activity","GO:0035979","0.00028939754241081504","3.5385051612679614","3","149","3","20196","ATM,ATR,PRKDC"
"GO:MF","guanine/thymine mispair binding","GO:0032137","0.00028939754241081504","3.5385051612679614","3","149","3","20196","MSH6,MSH2,MLH1"
"GO:MF","succinate dehydrogenase (quinone) activity","GO:0008177","0.00028939754241081504","3.5385051612679614","3","149","3","20196","SDHB,SDHD,SDHA"
"GO:MF","DNA nuclease activity","GO:0004536","0.0002973532881385639","3.5267272547011475","63","149","7","20196","RAD51C,RAD50,POLE,POLD1,MRE11,DICER1,XRCC3"
"GO:MF","DNA-binding transcription activator activity","GO:0001216","0.0003786581466557858","3.421752695092917","478","149","16","20196","BRCA1,TP53,ESR1,SMAD4,MYC,AR,HNF1A,GATA3,PGR,JUN,STAT3,NOTCH1,WT1,TP63,HIF1A,FOXA1"
"GO:MF","annealing activity","GO:0140666","0.0006632179633490736","3.1783437193731516","11","149","4","20196","TP53,BLM,RAD54L,RECQL4"
"GO:MF","histone kinase activity","GO:0035173","0.0007087009857495321","3.149536963167248","25","149","5","20196","ATM,ATR,CHEK1,CDK2,PRKDC"
"GO:MF","4 iron, 4 sulfur cluster binding","GO:0051539","0.0007870943232921667","3.103973219825572","46","149","6","20196","BRIP1,MUTYH,POLE,POLD1,SDHB,ERCC2"
"GO:MF","cyclin-dependent protein serine/threonine kinase inhibitor activity","GO:0004861","0.0009891198382348436","3.0047510876432777","12","149","4","20196","CDKN2A,CDKN2B,CDKN1B,CDKN1A"
"GO:MF","signaling receptor binding","GO:0005102","0.0010387437966361752","2.983491556800827","1499","149","29","20196","TP53,ERBB2,EGFR,CTNNB1,PTCH1,AR,CASP8,FGFR1,MDM2,TGFBR2,SRC,ERBB3,NTRK1,ERBB4,GATA3,PGR,STAT3,PTCH2,SMO,PIK3R1,IL2,NOTCH1,VEGFA,PDGFRA,SHC1,GREM1,EGF,TGFB1,ITGB1"
"GO:MF","histone H2AX kinase activity","GO:0141003","0.0011513129387426566","2.9388066146005336","4","149","3","20196","ATM,ATR,PRKDC"
"GO:MF","oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor","GO:0016635","0.0011513129387426566","2.9388066146005336","4","149","3","20196","SDHB,SDHD,SDHA"
"GO:MF","SMAD binding","GO:0046332","0.0012947444810309974","2.887815931526822","78","149","7","20196","CTNNB1,SMAD4,AXIN2,TGFBR2,MEN1,BMPR1A,JUN"
"GO:MF","histone modifying activity","GO:0140993","0.0014036240020780216","2.8527492139242057","195","149","10","20196","BRCA2,ATM,BAP1,EP300,ATR,CHEK1,CDK2,CREBBP,KMT2D,PRKDC"
"GO:MF","disordered domain specific binding","GO:0097718","0.001546853133423309","2.8105509186029622","29","149","5","20196","TP53,CDKN2A,CTNNB1,RB1,MDM2"
"GO:MF","DNA-binding transcription activator activity, RNA polymerase II-specific","GO:0001228","0.0016648456427316544","2.778626026192169","472","149","15","20196","TP53,ESR1,SMAD4,MYC,AR,HNF1A,GATA3,PGR,JUN,STAT3,NOTCH1,WT1,TP63,HIF1A,FOXA1"
"GO:MF","protein-macromolecule adaptor activity","GO:0030674","0.0025902504420309","2.586658243511872","988","149","22","20196","BRCA1,KRAS,CTNNB1,CCND1,RAD50,HRAS,RB1,VHL,SMARCA4,ARID1A,MEN1,EP300,ERCC2,STAT3,FBXW7,PIK3R1,MUC1,NOTCH1,MAP2K1,CREBBP,KMT2D,SHC1"
"GO:MF","ErbB-3 class receptor binding","GO:0043125","0.002862679423971271","2.5432272835521044","5","149","3","20196","ERBB2,ERBB3,PIK3R1"
"GO:MF","fibroblast growth factor receptor activity","GO:0005007","0.002862679423971271","2.5432272835521044","5","149","3","20196","FGFR2,FGFR3,FGFR1"
"GO:MF","neurotrophin receptor activity","GO:0005030","0.002862679423971271","2.5432272835521044","5","149","3","20196","NTRK1,NTRK3,NTRK2"
"GO:MF","beta-catenin binding","GO:0008013","0.003156056593906999","2.5008552176929246","89","149","7","20196","CDH1,ESR1,APC,AXIN2,AR,EP300,CTNNA1"
"GO:MF","nucleic acid binding","GO:0003676","0.003258067363286592","2.4870399405305155","5470","149","66","20196","BRCA1,BRCA2,ATM,PALB2,BRIP1,BARD1,TP53,MSH6,MSH2,MLH1,PMS2,EGFR,ESR1,RAD51D,CDKN2A,RAD51C,NBN,SMAD4,RAD50,TERT,RB1,MUTYH,MYC,AR,POLE,RAD51,HNF1A,POLD1,SMARCA4,MRE11,MSH3,MDM2,BAP1,BLM,ARID1A,RAD54L,MEN1,DICER1,EP300,ERCC2,ERBB4,GATA3,FANCM,XRCC3,ATR,PGR,PBRM1,JUN,CTNNA1,STAT3,PMS1,MTOR,RAD51B,MUC1,NOTCH1,WT1,BCL2,RECQL4,XRCC2,HNF1B,CREBBP,KMT2D,TP63,HIF1A,FOXA1,PRKDC"
"GO:MF","phosphoprotein binding","GO:0051219","0.004546690434889408","2.3423046140808004","94","149","7","20196","RB1,SRC,MEN1,MTOR,FBXW7,PIK3R1,SHC1"
"GO:MF","MutLalpha complex binding","GO:0032405","0.005694332239285637","2.2445571972735374","6","149","3","20196","MSH6,MSH2,ATR"
"GO:MF","four-way junction helicase activity","GO:0009378","0.005694332239285637","2.2445571972735374","6","149","3","20196","BLM,FANCM,RECQL4"
"GO:MF","transmembrane receptor protein tyrosine kinase activator activity","GO:0030297","0.005907232293041881","2.2286159508278973","18","149","4","20196","EGFR,VEGFA,GREM1,EGF"
"GO:MF","growth factor receptor binding","GO:0070851","0.006315689092694076","2.199579257487491","138","149","8","20196","ERBB4,GATA3,IL2,VEGFA,PDGFRA,SHC1,GREM1,EGF"
"GO:MF","ribonucleoside triphosphate phosphatase activity","GO:0017111","0.006424833508698811","2.19213812203406","738","149","18","20196","BRIP1,MSH2,MLH1,PMS2,KRAS,RAD51D,RAD50,HRAS,RAD51,NRAS,BLM,RAD54L,ERCC2,FANCM,ABCC1,PMS1,RAD51B,RECQL4"
"GO:MF","sequence-specific DNA binding","GO:0043565","0.007230291612887879","2.1408441863411434","1655","149","29","20196","BRCA1,TP53,MSH2,ESR1,SMAD4,RAD50,TERT,RB1,MYC,AR,HNF1A,SMARCA4,BLM,MEN1,ERBB4,GATA3,PGR,JUN,STAT3,MTOR,MUC1,NOTCH1,WT1,BCL2,HNF1B,KMT2D,TP63,HIF1A,FOXA1"
"GO:MF","binding","GO:0005488","0.00793546350857121","2.1004277011289494","18366","149","148","20196","BRCA1,BRCA2,PTEN,ATM,PALB2,CHEK2,BRIP1,BARD1,C11ORF65,TP53,CDH1,MSH6,MSH2,MLH1,PMS2,ERBB2,MET,EGFR,PIK3CA,ESR1,KRAS,AKT1,RAD51D,APC,RET,CDKN2A,CTNNB1,RAD51C,STK11,BRAF,CCND1,NBN,SMAD4,RAD50,TERT,PTCH1,EPCAM,CDC73,HRAS,RB1,VHL,MUTYH,MYC,FLCN,FGFR2,AXIN2,KIT,AR,FGFR3,POLE,RAD51,NF1,HNF1A,CASP8,CDK4,FGFR1,FANCC,NRAS,POLD1,SDHB,SMARCA4,TSC1,MRE11,MSH3,MDM2,TGFBR2,BAP1,BLM,SRC,ARID1A,FH,RAD54L,MEN1,TSC2,PPM1D,ERBB3,DICER1,NTRK1,CDKN2B,FANCD2,EP300,SDHC,ERCC2,BMPR1A,ERBB4,GATA3,SDHD,FANCM,ALK,ABCC1,XRCC3,ATR,PGR,KRT19,PBRM1,JUN,MT-CYB,FANCA,CTNNA1,STAT3,PMS1,MTOR,PTCH2,FBXW7,CDKN1B,CDKN1A,SMO,CHEK1,PIK3R1,NTRK3,RAD51B,MUC1,SDHA,CDK2,IL2,CCNE1,CDK12,NOTCH1,WT1,CYP17A1,MAP2K1,VEGFA,BCL2,MUC16,AOPEP,PDGFRA,HMMR,RECQL4,CYP19A1,XRCC2,HNF1B,CREBBP,KMT2D,MAP3K1,TP63,HIF1A,NTRK2,ABRAXAS1,FOXA1,KRT7,SHC1,PRKDC,GREM1,EGF,DCTN5,TGFB1,BUB1B,ITGB1"
"GO:MF","protein phosphatase binding","GO:0019903","0.008200116510340902","2.0861799769530314","143","149","8","20196","TP53,MET,EGFR,CTNNB1,STAT3,CDKN1B,PIK3R1,BCL2"
"GO:MF","phosphatase binding","GO:0019902","0.008827916952678703","2.054141761052184","190","149","9","20196","TP53,MET,EGFR,CTNNB1,TSC2,STAT3,CDKN1B,PIK3R1,BCL2"
"GO:MF","DNA endonuclease activity","GO:0004520","0.009090026218857261","2.0414348641170195","41","149","5","20196","RAD51C,RAD50,MRE11,DICER1,XRCC3"
"GO:MF","protein kinase inhibitor activity","GO:0004860","0.012145183057965296","1.9155959349168947","73","149","6","20196","AKT1,CDKN2A,CDKN2B,CDKN1B,CDKN1A,SMO"
"GO:MF","transmembrane signaling receptor activity","GO:0004888","0.014243907842599634","1.846370844853156","1270","149","24","20196","ERBB2,MET,EGFR,ESR1,RET,PTCH1,FGFR2,KIT,AR,FGFR3,FGFR1,TGFBR2,ERBB3,NTRK1,BMPR1A,ERBB4,ALK,PGR,PTCH2,SMO,NTRK3,NOTCH1,PDGFRA,NTRK2"
"GO:MF","iron-sulfur cluster binding","GO:0051536","0.015316848268967918","1.8148305898086456","76","149","6","20196","BRIP1,MUTYH,POLE,POLD1,SDHB,ERCC2"
"GO:MF","metal cluster binding","GO:0051540","0.016511019891752854","1.782226099379239","77","149","6","20196","BRIP1,MUTYH,POLE,POLD1,SDHB,ERCC2"
"GO:MF","kinase inhibitor activity","GO:0019210","0.01777904284264639","1.7500916235315158","78","149","6","20196","AKT1,CDKN2A,CDKN2B,CDKN1B,CDKN1A,SMO"
"GO:MF","pyrophosphatase activity","GO:0016462","0.017982221874473635","1.7451566480751657","797","149","18","20196","BRIP1,MSH2,MLH1,PMS2,KRAS,RAD51D,RAD50,HRAS,RAD51,NRAS,BLM,RAD54L,ERCC2,FANCM,ABCC1,PMS1,RAD51B,RECQL4"
"GO:MF","hydrolase activity, acting on acid anhydrides","GO:0016817","0.018281887774308517","1.7379789613573702","798","149","18","20196","BRIP1,MSH2,MLH1,PMS2,KRAS,RAD51D,RAD50,HRAS,RAD51,NRAS,BLM,RAD54L,ERCC2,FANCM,ABCC1,PMS1,RAD51B,RECQL4"
"GO:MF","hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides","GO:0016818","0.018281887774308517","1.7379789613573702","798","149","18","20196","BRIP1,MSH2,MLH1,PMS2,KRAS,RAD51D,RAD50,HRAS,RAD51,NRAS,BLM,RAD54L,ERCC2,FANCM,ABCC1,PMS1,RAD51B,RECQL4"
"GO:MF","transcription regulator activator activity","GO:0140537","0.02352973231206782","1.6283830135827169","9","149","3","20196","MYC,NOTCH1,HIF1A"
"GO:MF","signaling receptor activity","GO:0038023","0.024803531734061444","1.605486476294319","1492","149","26","20196","ERBB2,MET,EGFR,ESR1,RET,PTCH1,FGFR2,KIT,AR,FGFR3,FGFR1,TGFBR2,ERBB3,NTRK1,BMPR1A,ERBB4,ALK,PGR,STAT3,PTCH2,SMO,NTRK3,NOTCH1,PDGFRA,NTRK2,ITGB1"
"GO:MF","molecular transducer activity","GO:0060089","0.024803531734061444","1.605486476294319","1492","149","26","20196","ERBB2,MET,EGFR,ESR1,RET,PTCH1,FGFR2,KIT,AR,FGFR3,FGFR1,TGFBR2,ERBB3,NTRK1,BMPR1A,ERBB4,ALK,PGR,STAT3,PTCH2,SMO,NTRK3,NOTCH1,PDGFRA,NTRK2,ITGB1"
"GO:MF","nuclease activity","GO:0004518","0.026200225069549863","1.5816949779152274","218","149","9","20196","PMS2,RAD51C,RAD50,POLE,POLD1,MRE11,DICER1,FANCM,XRCC3"
"GO:MF","cytokine receptor binding","GO:0005126","0.029244432680777487","1.5339567991937217","276","149","10","20196","CASP8,TGFBR2,NTRK1,GATA3,PIK3R1,IL2,VEGFA,SHC1,GREM1,TGFB1"
"GO:MF","general transcription initiation factor binding","GO:0140296","0.03241854093263485","1.4892065354210304","53","149","5","20196","TP53,ESR1,AR,JUN,MTOR"
"GO:MF","neurotrophin binding","GO:0043121","0.03343198182172664","1.4758378780072265","10","149","3","20196","NTRK1,NTRK3,NTRK2"
"GO:MF","histone H3K27 acetyltransferase activity","GO:0044017","0.03975574130234015","1.400600144092442","2","149","2","20196","EP300,CREBBP"
"GO:MF","single thymine insertion binding","GO:0032143","0.03975574130234015","1.400600144092442","2","149","2","20196","MSH6,MSH2"
"GO:MF","dinucleotide repeat insertion binding","GO:0032181","0.03975574130234015","1.400600144092442","2","149","2","20196","MSH2,MSH3"
"GO:MF","estrogen response element binding","GO:0034056","0.04572026826861813","1.3398912299994437","11","149","3","20196","ESR1,AR,PGR"
"GO:BP","cellular response to stress","GO:0033554","2.7378362807066416e-54","53.56259252570954","1786","150","90","21017","BRCA1,BRCA2,PTEN,ATM,PALB2,CHEK2,BRIP1,BARD1,TP53,MSH6,MSH2,MLH1,PMS2,MET,EGFR,PIK3CA,AKT1,RAD51D,APC,CDKN2A,RAD51C,STK11,BRAF,CCND1,NBN,RAD50,TERT,HRAS,VHL,MUTYH,MYC,FLCN,FGFR2,AXIN2,POLE,RAD51,NF1,FANCC,POLD1,SMARCA4,TSC1,MRE11,MSH3,MDM2,BLM,SRC,ARID1A,FH,RAD54L,MEN1,TSC2,PPM1D,CDKN2B,FANCD2,EP300,ERCC2,BMPR1A,SDHD,FANCM,ABCC1,XRCC3,ATR,PBRM1,JUN,FANCA,CTNNA1,PMS1,MTOR,FBXW7,CDKN1B,CDKN1A,CHEK1,PIK3R1,RAD51B,MUC1,CDK2,NOTCH1,MAP2K1,VEGFA,BCL2,PDGFRA,RECQL4,XRCC2,CREBBP,TP63,HIF1A,ABRAXAS1,FANCE,PRKDC,TGFB1"
"GO:BP","regulation of cell population proliferation","GO:0042127","1.2756380730582916e-51","50.894272527158485","1682","150","86","21017","BRCA2,PTEN,ATM,BRIP1,TP53,ERBB2,EGFR,PIK3CA,ESR1,KRAS,AKT1,APC,CDKN2A,CTNNB1,STK11,BRAF,CCND1,SMAD4,TERT,PTCH1,EPCAM,CDC73,HRAS,RB1,VHL,MYC,FLCN,FGFR2,AXIN2,KIT,AR,FGFR3,NF1,CDK4,FGFR1,NRAS,SMARCA4,TSC1,MDM2,TGFBR2,BAP1,SRC,MEN1,TSC2,PPM1D,ERBB3,DICER1,NTRK1,CDKN2B,BMPR1A,ERBB4,GATA3,ALK,PGR,PBRM1,JUN,FANCA,CTNNA1,STAT3,FBXW7,CDKN1B,CDKN1A,SMO,CHEK1,PIK3R1,NTRK3,RAD51B,CDK2,IL2,CCNE1,NOTCH1,WT1,MAP2K1,VEGFA,BCL2,PDGFRA,KMT2D,TP63,HIF1A,NTRK2,SHC1,PRKDC,GREM1,EGF,TGFB1,ITGB1"
"GO:BP","cell population proliferation","GO:0008283","4.6897011478508065e-51","50.328854831906376","2009","150","91","21017","BRCA2,PTEN,ATM,PALB2,BRIP1,TP53,ERBB2,EGFR,PIK3CA,ESR1,KRAS,AKT1,APC,CDKN2A,CTNNB1,STK11,BRAF,CCND1,NBN,SMAD4,TERT,PTCH1,EPCAM,CDC73,HRAS,RB1,VHL,MYC,FLCN,FGFR2,AXIN2,KIT,AR,FGFR3,NF1,CDK4,FGFR1,NRAS,SMARCA4,TSC1,MRE11,MDM2,TGFBR2,BAP1,SRC,MEN1,TSC2,PPM1D,ERBB3,DICER1,NTRK1,CDKN2B,ERCC2,BMPR1A,ERBB4,GATA3,ALK,PGR,PBRM1,JUN,FANCA,CTNNA1,STAT3,FBXW7,CDKN1B,CDKN1A,SMO,CHEK1,PIK3R1,NTRK3,RAD51B,CDK2,IL2,CCNE1,NOTCH1,WT1,MAP2K1,VEGFA,BCL2,PDGFRA,HNF1B,KMT2D,TP63,HIF1A,NTRK2,SHC1,PRKDC,GREM1,EGF,TGFB1,ITGB1"
